midURL^^^^title^^^^depicts_count^^^^depicts
https://commons.wikimedia.org/entity/M3116957^^^^File:Atlas de Wit 1698-pl057-Deventer-KB PPN 145205088.jpg^^^^6^^^^Deventer (https://www.wikidata.org/wiki/Q10001) --- zeilboot (https://www.wikidata.org/wiki/Q1075310) --- IJssel (https://www.wikidata.org/wiki/Q217818) --- vestingstad (https://www.wikidata.org/wiki/Q677678) --- windmolen (https://www.wikidata.org/wiki/Q38720) --- stadspoort (https://www.wikidata.org/wiki/Q82117)
https://commons.wikimedia.org/entity/M11890942^^^^File:Atlas de Wit 1698-pl044-Utrecht-KB PPN 145205088.jpg^^^^1^^^^Utrecht (https://www.wikidata.org/wiki/Q39297398)
https://commons.wikimedia.org/entity/M23526495^^^^File:Plattegrond van Gorinchem - Gorinchem - 20080113 - RCE.jpg^^^^0^^^^
https://commons.wikimedia.org/entity/M23715055^^^^File:Groenlo 1698 de Wit pl005.jpg^^^^1^^^^Groenlo (https://www.wikidata.org/wiki/Q72991)
https://commons.wikimedia.org/entity/M23715688^^^^File:Atlas de Wit 1698-pl037-Zierikzee-KB PPN 145205088.jpg^^^^1^^^^Stedenatlas De Wit 1698, collectie KB (https://www.wikidata.org/wiki/Q2520345)
https://commons.wikimedia.org/entity/M32092793^^^^File:Atlas de Wit 1698-voorplat-KB PPN 145205088.jpg^^^^1^^^^Stedenatlas De Wit 1698, collectie KB (https://www.wikidata.org/wiki/Q2520345)
https://commons.wikimedia.org/entity/M32092814^^^^File:Atlas de Wit 1698-schutbladvoor-KB PPN 145205088.jpg^^^^1^^^^Stedenatlas De Wit 1698, collectie KB (https://www.wikidata.org/wiki/Q2520345)
https://commons.wikimedia.org/entity/M32092816^^^^File:Atlas de Wit 1698-001r-KB PPN 145205088.jpg^^^^1^^^^Stedenatlas De Wit 1698, collectie KB (https://www.wikidata.org/wiki/Q2520345)
https://commons.wikimedia.org/entity/M32092819^^^^File:Atlas de Wit 1698-001v-KB PPN 145205088.jpg^^^^1^^^^Stedenatlas De Wit 1698, collectie KB (https://www.wikidata.org/wiki/Q2520345)
https://commons.wikimedia.org/entity/M32092826^^^^File:Atlas de Wit 1698-002r-KB PPN 145205088.jpg^^^^10^^^^heraldisch wapen (https://www.wikidata.org/wiki/Q14659) --- leeuw (https://www.wikidata.org/wiki/Q338814) --- kroon (https://www.wikidata.org/wiki/Q908430) --- adelaar (https://www.wikidata.org/wiki/Q358148) --- fort (https://www.wikidata.org/wiki/Q1785071) --- zon (https://www.wikidata.org/wiki/Q2006082) --- dubbelkoppige adelaar (https://www.wikidata.org/wiki/Q622964) --- fleur-de-lys (https://www.wikidata.org/wiki/Q211568) --- klimmende leeuw (https://www.wikidata.org/wiki/Q3241798) --- zwaard (https://www.wikidata.org/wiki/Q12791)
https://commons.wikimedia.org/entity/M32092827^^^^File:Atlas de Wit 1698-002v-KB PPN 145205088.jpg^^^^1^^^^Stedenatlas De Wit 1698, collectie KB (https://www.wikidata.org/wiki/Q2520345)
https://commons.wikimedia.org/entity/M32092834^^^^File:Atlas de Wit 1698-003r-KB PPN 145205088.jpg^^^^1^^^^Stedenatlas De Wit 1698, collectie KB (https://www.wikidata.org/wiki/Q2520345)
https://commons.wikimedia.org/entity/M32092841^^^^File:Atlas de Wit 1698-pl001-Nijmegen-KB PPN 145205088.jpg^^^^26^^^^Nijmegen (https://www.wikidata.org/wiki/Q33467482) --- Waal (https://www.wikidata.org/wiki/Q216171) --- vestingstad (https://www.wikidata.org/wiki/Q677678) --- stadsgezicht (https://www.wikidata.org/wiki/Q42304051) --- toren (https://www.wikidata.org/wiki/Q12518) --- windmolen (https://www.wikidata.org/wiki/Q38720) --- stadsmuur (https://www.wikidata.org/wiki/Q16748868) --- burcht (https://www.wikidata.org/wiki/Q23413) --- brug (https://www.wikidata.org/wiki/Q12280) --- zeilschip (https://www.wikidata.org/wiki/Q170483) --- kade (https://www.wikidata.org/wiki/Q828909) --- haven (https://www.wikidata.org/wiki/Q44782) --- ruiter (https://www.wikidata.org/wiki/Q2730732) --- paard (https://www.wikidata.org/wiki/Q726) --- heraldisch wapen (https://www.wikidata.org/wiki/Q14659) --- dubbelkoppige adelaar (https://www.wikidata.org/wiki/Q622964) --- helm (https://www.wikidata.org/wiki/Q910873) --- ploeg (https://www.wikidata.org/wiki/Q11464) --- landarbeider (https://www.wikidata.org/wiki/Q19261760) --- vee (https://www.wikidata.org/wiki/Q103459) --- runderen (https://www.wikidata.org/wiki/Q4979192) --- ophaalbrug (https://www.wikidata.org/wiki/Q13928782) --- roeiboot (https://www.wikidata.org/wiki/Q1195684) --- kanon (https://www.wikidata.org/wiki/Q81103) --- tuin (https://www.wikidata.org/wiki/Q1107656) --- watervogels (https://www.wikidata.org/wiki/Q82592)
https://commons.wikimedia.org/entity/M32092846^^^^File:Atlas de Wit 1698-pl002-Zutphen-KB PPN 145205088.jpg^^^^12^^^^Zutphen (https://www.wikidata.org/wiki/Q109535) --- IJssel (https://www.wikidata.org/wiki/Q217818) --- vestingstad (https://www.wikidata.org/wiki/Q677678) --- tuin (https://www.wikidata.org/wiki/Q1107656) --- toren (https://www.wikidata.org/wiki/Q12518) --- kerkgebouw (https://www.wikidata.org/wiki/Q16970) --- galg (https://www.wikidata.org/wiki/Q243778) --- zeilboot (https://www.wikidata.org/wiki/Q1075310) --- brug (https://www.wikidata.org/wiki/Q12280) --- ophaalbrug (https://www.wikidata.org/wiki/Q13928782) --- stadspoort (https://www.wikidata.org/wiki/Q82117) --- windmolen (https://www.wikidata.org/wiki/Q38720)
https://commons.wikimedia.org/entity/M32092848^^^^File:Atlas de Wit 1698-pl003-Harderwijk-KB PPN 145205088.jpg^^^^17^^^^Harderwijk (https://www.wikidata.org/wiki/Q33443124) --- Zuiderzee (https://www.wikidata.org/wiki/Q228655) --- vestingstad (https://www.wikidata.org/wiki/Q677678) --- zeilboot (https://www.wikidata.org/wiki/Q1075310) --- stadsmuur (https://www.wikidata.org/wiki/Q16748868) --- stadspoort (https://www.wikidata.org/wiki/Q82117) --- windmolen (https://www.wikidata.org/wiki/Q38720) --- bastion (https://www.wikidata.org/wiki/Q81851) --- heraldisch wapen (https://www.wikidata.org/wiki/Q14659) --- klimmende leeuw (https://www.wikidata.org/wiki/Q3241798) --- kroon (https://www.wikidata.org/wiki/Q908430) --- brug (https://www.wikidata.org/wiki/Q12280) --- aanlegsteiger (https://www.wikidata.org/wiki/Q2240172) --- trapgevel (https://www.wikidata.org/wiki/Q1939660) --- kloostercomplex (https://www.wikidata.org/wiki/Q44613) --- vismarkt (https://www.wikidata.org/wiki/Q1188480) --- roeiboot (https://www.wikidata.org/wiki/Q1195684)
https://commons.wikimedia.org/entity/M32092851^^^^File:Atlas de Wit 1698-pl004-Arnhem-KB PPN 145205088.jpg^^^^18^^^^Rijn (https://www.wikidata.org/wiki/Q584) --- Arnhem (https://www.wikidata.org/wiki/Q49280467) --- vestingstad (https://www.wikidata.org/wiki/Q677678) --- stadsgezicht (https://www.wikidata.org/wiki/Q42304051) --- schip (https://www.wikidata.org/wiki/Q11446) --- haven (https://www.wikidata.org/wiki/Q44782) --- stadspoort (https://www.wikidata.org/wiki/Q82117) --- kerkgebouw (https://www.wikidata.org/wiki/Q16970) --- kerktoren (https://www.wikidata.org/wiki/Q72926449) --- rivier (https://www.wikidata.org/wiki/Q4022) --- ophaalbrug (https://www.wikidata.org/wiki/Q13928782) --- brug (https://www.wikidata.org/wiki/Q12280) --- vee (https://www.wikidata.org/wiki/Q103459) --- runderen (https://www.wikidata.org/wiki/Q4979192) --- zeilschip (https://www.wikidata.org/wiki/Q170483) --- kade (https://www.wikidata.org/wiki/Q828909) --- kanon (https://www.wikidata.org/wiki/Q81103) --- windmolen (https://www.wikidata.org/wiki/Q38720)
